Marital status,Daytime/evening attendance,Nationality,course_name,Previous qualification,Mother's qualification,Father's qualification,Gender,Age at enrollment,enrollement_year,Number of semesters,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
1,1,1,Management,1,13,14,0,18,2019,5,5,5,12,5,4,11.6,13.9,-0.3,0.79,Graduate
1,1,19,Animation and Multimedia Design,1,10,14,0,19,2022,5,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,1,14,Veterinary Nursing,1,1,14,0,20,2020,3,7,6,14.71428571,7,6,13.2,12.4,0.5,1.79,Enrolled
1,1,11,Social Service,1,13,14,0,20,2021,3,6,6,12.57142857,6,6,13.28571429,12.4,0.5,1.79,Graduate
1,1,1,Journalism and Communication,1,1,1,0,21,2018,3,6,6,12.5,6,6,11.5,11.1,0.6,2.02,Graduate
1,1,11,Advertising and Marketing Management,1,1,3,0,18,2018,3,6,6,14,6,5,14,8.9,1.4,3.51,Graduate
1,1,12,Basic Education,1,1,1,0,18,2022,5,7,7,11.57142857,7,6,13.16666667,11.1,0.6,2.02,Dropout
1,1,15,Communication Design,1,1,3,0,18,2019,5,6,6,15.83333333,6,6,15.33333333,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,13,14,0,18,2021,5,8,8,14.25,8,8,14.25,9.4,-0.8,-3.12,Graduate
1,1,1,Advertising and Marketing Management,1,3,14,0,19,2019,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,20,Tourism,1,24,3,0,20,2018,3,6,6,11.66666667,6,6,11,13.9,-0.3,0.79,Dropout
1,1,1,Social Service,7,19,24,0,47,2021,5,6,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,20,Equiniculture,1,1,3,0,21,2021,3,5,5,13.2,5,2,12.5,10.8,1.4,1.74,Enrolled
2,1,1,Equiniculture,1,22,27,1,31,2022,3,6,2,12,6,1,10,16.2,0.3,-0.92,Dropout
2,1,1,Informatics Engineering,1,22,27,1,46,2021,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Informatics Engineering,1,3,1,1,18,2019,5,5,4,12,5,2,11,8.9,1.4,3.51,Enrolled
1,1,11,Informatics Engineering,1,3,3,1,19,2022,5,5,3,13.33333333,5,4,10.75,8.9,1.4,3.51,Dropout
1,1,1,Oral Hygiene,1,1,27,1,23,2018,3,7,5,12.41428571,7,2,13.5,8.9,1.4,3.51,Enrolled
1,1,1,Equiniculture,14,3,1,1,22,2020,5,5,0,0,5,0,0,12.7,3.7,-1.7,Dropout
1,1,9,Management,1,23,1,1,19,2019,3,5,5,13.8,5,5,12.4,9.4,-0.8,-3.12,Graduate
1,1,16,Management,1,3,3,0,19,2019,5,5,0,0,5,0,0,8.9,1.4,3.51,Dropout
1,1,1,Management,1,3,1,1,22,2020,3,5,4,11.5,5,4,14,8.9,1.4,3.51,Enrolled
1,1,5,Equiniculture,1,3,24,1,29,2020,5,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,1,22,28,0,18,2019,3,7,6,14.01666667,7,6,14.01666667,7.6,2.6,0.32,Graduate
1,1,11,Social Service,1,23,24,0,18,2018,3,6,5,11.4,6,5,10.8,9.4,-0.8,-3.12,Graduate
1,1,21,Animation and Multimedia Design,1,22,27,0,23,2020,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
2,0,1,Management (evening attendance),1,1,1,0,34,2018,5,5,5,10.4,5,5,12,12.4,0.5,1.79,Graduate
1,1,1,Management,1,13,14,0,19,2020,3,5,3,10.66666667,5,4,10.25,11.1,0.6,2.02,Graduate
1,1,1,Veterinary Nursing,1,1,1,0,18,2019,5,5,4,14.25,5,5,12.71428571,10.8,1.4,1.74,Enrolled
1,1,12,Nursing,1,1,14,0,20,2019,5,7,7,13.91428571,8,8,14.10625,11.1,0.6,2.02,Graduate
1,1,7,Nursing,1,3,3,0,19,2020,3,7,7,13.76111111,8,7,12.82375,15.5,2.8,-4.06,Graduate
1,1,11,Basic Education,1,13,14,0,22,2018,5,6,5,12.6,6,4,11.25,12.7,3.7,-1.7,Enrolled
1,1,1,Social Service,1,13,14,0,23,2020,5,6,6,13.85714286,6,6,14.16666667,10.8,1.4,1.74,Graduate
2,1,20,Nursing,1,1,14,1,34,2020,5,8,7,13.84285714,8,7,13.84285714,12.7,3.7,-1.7,Graduate
1,1,17,Informatics Engineering,1,13,14,1,18,2022,5,5,0,0,5,0,0,9.4,-0.8,-3.12,Enrolled
1,1,6,Journalism and Communication,1,1,29,1,21,2019,3,6,5,11.8,6,0,0,16.2,0.3,-0.92,Dropout
1,1,21,Social Service,1,1,14,1,22,2019,5,6,6,12.66666667,6,6,13.83333333,10.8,1.4,1.74,Dropout
1,1,2,Agronomy,9,22,1,1,28,2019,3,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,1,Informatics Engineering,1,13,27,1,23,2021,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Journalism and Communication,1,19,28,1,20,2021,5,6,4,10.75,6,2,10,7.6,2.6,0.32,Dropout
1,1,17,Informatics Engineering,1,1,2,1,18,2020,3,5,5,12.6,5,3,13.25,13.9,-0.3,0.79,Dropout
1,1,1,Management,9,13,28,1,28,2021,5,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Communication Design,14,1,14,1,21,2018,3,7,2,12,9,7,12.14285714,12.4,0.5,1.79,Dropout
1,1,11,Advertising and Marketing Management,1,23,14,1,25,2020,3,6,3,14,6,2,14.5,13.9,-0.3,0.79,Dropout
1,1,2,Veterinary Nursing,14,1,1,1,19,2019,3,6,6,14,6,6,13.5,12.4,0.5,1.79,Dropout
1,1,1,Nursing,1,1,1,1,18,2020,5,7,7,14.68285714,8,8,15.05555556,12.4,0.5,1.79,Graduate
1,1,10,Informatics Engineering,3,1,28,1,29,2021,3,3,0,0,5,0,0,10.8,1.4,1.74,Dropout
1,1,17,Informatics Engineering,12,22,28,1,29,2019,3,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,13,Tourism,1,13,14,1,20,2018,5,6,6,13.85714286,6,5,12.8,16.2,0.3,-0.92,Graduate
1,1,18,Animation and Multimedia Design,1,13,1,1,18,2018,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,18,Tourism,1,1,1,1,20,2020,3,6,6,13.14285714,6,6,12.5,8.9,1.4,3.51,Graduate
2,1,1,Informatics Engineering,1,19,24,1,33,2019,5,5,1,18,5,2,13,9.4,-0.8,-3.12,Dropout
1,0,14,Management (evening attendance),1,13,14,1,30,2021,5,15,13,11.46153846,11,10,11.58333333,16.2,0.3,-0.92,Graduate
1,1,6,Oral Hygiene,1,1,1,1,21,2020,5,7,5,11.2,8,6,11.58333333,16.2,0.3,-0.92,Enrolled
1,1,13,Agronomy,1,1,14,1,18,2020,3,6,5,15,6,4,14.5,8.9,1.4,3.51,Graduate
1,1,20,Nursing,1,23,28,1,19,2018,5,7,7,14.24444444,8,8,12.23333333,15.5,2.8,-4.06,Graduate
1,1,7,Communication Design,1,23,14,1,21,2018,3,6,4,11.5,6,5,11,15.5,2.8,-4.06,Dropout
1,1,1,Oral Hygiene,1,13,14,1,25,2018,5,7,2,10,7,0,0,15.5,2.8,-4.06,Dropout
1,1,1,Advertising and Marketing Management,1,13,14,1,19,2019,5,5,3,12.33333333,5,5,11.6,9.4,-0.8,-3.12,Graduate
1,1,1,Communication Design,14,13,1,1,23,2018,5,7,5,12.2,9,7,12.14285714,16.2,0.3,-0.92,Dropout
1,1,1,Communication Design,1,23,28,1,19,2019,5,6,6,13.66666667,6,5,13.2,12.4,0.5,1.79,Graduate
1,1,1,Animation and Multimedia Design,1,3,2,1,19,2018,3,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
1,1,1,Agronomy,1,13,27,1,31,2019,5,6,1,11,6,0,0,16.2,0.3,-0.92,Dropout
1,1,1,Agronomy,1,22,27,1,32,2021,5,6,3,13,10,6,11.42857143,16.2,0.3,-0.92,Dropout
1,1,9,Nursing,1,2,28,0,19,2018,3,8,7,12.6,8,7,12.6,10.8,1.4,1.74,Graduate
1,1,1,Journalism and Communication,6,19,24,0,34,2020,3,10,10,12.2,10,9,12.33333333,7.6,2.6,0.32,Graduate
1,1,2,Journalism and Communication,1,23,12,0,21,2018,3,6,6,13.16666667,6,6,13,7.6,2.6,0.32,Graduate
1,1,1,Social Service,1,22,27,0,53,2021,3,7,6,11,7,7,11,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,13,14,0,19,2020,3,7,7,14.01428571,8,8,15.35,13.9,-0.3,0.79,Graduate
1,1,8,Journalism and Communication,1,23,28,0,20,2019,3,6,4,13,6,4,11.25,10.8,1.4,1.74,Graduate
1,1,7,Journalism and Communication,1,1,14,0,18,2019,5,6,6,14,6,6,14.66666667,10.8,1.4,1.74,Graduate
1,1,1,Animation and Multimedia Design,1,22,28,0,32,2020,5,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
1,1,5,Nursing,1,22,27,0,21,2021,5,8,7,14.42857143,8,7,14.42857143,12.7,3.7,-1.7,Graduate
1,0,1,Social Service (evening attendance),3,22,10,0,26,2020,5,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Veterinary Nursing,14,1,1,0,26,2022,5,18,18,11.83333333,13,13,12.46153846,15.5,2.8,-4.06,Graduate
2,0,20,Management (evening attendance),14,1,27,0,21,2018,3,5,3,11.33333333,5,1,13,15.5,2.8,-4.06,Dropout
1,1,20,Journalism and Communication,1,22,27,0,18,2021,5,6,6,12.5,6,6,13,7.6,2.6,0.32,Graduate
1,1,14,Communication Design,14,13,27,0,21,2019,5,12,12,13.33333333,12,11,12.54545455,15.5,2.8,-4.06,Graduate
1,1,2,Tourism,1,23,14,0,21,2022,3,6,6,10.83333333,6,4,11,7.6,2.6,0.32,Enrolled
1,1,1,Advertising and Marketing Management,1,13,14,0,19,2020,3,6,6,13,6,6,14,13.9,-0.3,0.79,Graduate
1,1,1,Management,1,13,14,0,19,2018,3,5,2,10,5,2,14,10.8,1.4,1.74,Dropout
1,1,1,Social Service,1,23,28,0,19,2022,5,6,6,11.42857143,6,5,11.2,10.8,1.4,1.74,Graduate
1,1,18,Nursing,3,22,28,0,27,2018,3,8,8,12.8875,8,8,12.8875,9.4,-0.8,-3.12,Graduate
1,1,1,Nursing,1,22,1,0,18,2020,5,7,6,12.95,7,6,12.95,7.6,2.6,0.32,Graduate
1,1,1,Management,1,13,14,0,20,2022,3,5,1,10,5,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Nursing,1,1,1,0,19,2018,3,7,7,13.09428571,8,8,12.55,12.4,0.5,1.79,Graduate
1,1,1,Advertising and Marketing Management,1,1,1,0,20,2020,5,6,0,0,6,0,0,16.2,0.3,-0.92,Dropout
1,1,16,Social Service,1,13,28,0,19,2019,3,6,5,11.71428571,6,6,11,12.7,3.7,-1.7,Graduate
1,1,6,Social Service,1,13,1,0,20,2018,5,6,4,11.25,6,3,10,9.4,-0.8,-3.12,Enrolled
1,1,1,Animation and Multimedia Design,1,23,14,0,20,2021,5,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
1,1,4,Basic Education,1,22,27,0,18,2020,3,6,6,13.16666667,6,6,13.33333333,7.6,2.6,0.32,Graduate
1,1,1,Veterinary Nursing,1,13,1,0,20,2018,5,5,4,12.75,5,5,13.4,10.8,1.4,1.74,Graduate
2,0,1,Management (evening attendance),1,22,27,0,38,2020,3,5,5,10.6,5,2,11,12.7,3.7,-1.7,Dropout
4,0,10,Social Service (evening attendance),1,22,27,0,42,2019,5,6,5,11.2,6,6,12,8.9,1.4,3.51,Graduate
1,1,20,Nursing,1,22,27,0,32,2019,5,7,0,0,8,0,0,13.9,-0.3,0.79,Dropout
1,1,13,Journalism and Communication,1,13,14,0,22,2018,5,6,6,13,6,6,13.66666667,12.4,0.5,1.79,Graduate
2,0,17,Management (evening attendance),1,19,24,0,28,2019,5,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
2,0,1,Social Service (evening attendance),7,22,27,0,37,2018,5,6,0,0,6,0,0,9.4,-0.8,-3.12,Dropout
2,1,11,Agronomy,14,22,28,0,43,2020,3,6,6,14.16666667,6,6,15,15.5,2.8,-4.06,Graduate
6,0,1,Social Service (evening attendance),1,22,1,0,41,2020,3,6,5,12.83333333,6,6,12.33333333,13.9,-0.3,0.79,Graduate
4,0,1,Social Service (evening attendance),12,22,27,0,29,2022,5,6,4,11.75,6,5,10.4,10.8,1.4,1.74,Graduate
1,0,1,Social Service (evening attendance),1,22,27,0,35,2019,3,6,6,10.83333333,6,6,11.5,10.8,1.4,1.74,Graduate
1,1,2,Social Service,1,1,3,0,18,2018,3,6,4,11.75,6,4,12.25,9.4,-0.8,-3.12,Dropout
1,1,1,Nursing,12,22,27,0,39,2022,3,7,3,11.5,7,2,10.5,16.2,0.3,-0.92,Dropout
4,0,9,Management (evening attendance),1,22,27,0,37,2022,3,5,2,10,5,3,11.33333333,12.7,3.7,-1.7,Enrolled
1,1,1,Nursing,1,22,27,0,26,2022,5,7,6,13.7,7,6,13.7,7.6,2.6,0.32,Graduate
1,1,19,Veterinary Nursing,3,13,15,0,32,2021,3,5,1,14,5,0,0,10.8,1.4,1.74,Dropout
2,0,9,Social Service (evening attendance),1,22,27,0,37,2019,5,8,7,11.375,7,6,12.16666667,13.9,-0.3,0.79,Enrolled
1,1,2,Veterinary Nursing,1,22,14,0,28,2019,3,6,0,0,6,0,0,8.9,1.4,3.51,Enrolled
1,1,8,Social Service,1,13,27,0,19,2018,3,6,0,0,6,0,0,7.6,2.6,0.32,Dropout
1,1,12,Management,1,22,28,0,18,2021,5,5,1,11,5,2,12.5,7.6,2.6,0.32,Enrolled
1,1,13,Basic Education,1,13,28,0,19,2021,3,7,6,13,7,7,13.28571429,12.4,0.5,1.79,Graduate
2,1,5,Advertising and Marketing Management,3,22,27,0,32,2022,5,11,8,13.6,8,8,15.11111111,13.9,-0.3,0.79,Graduate
2,1,1,Management,1,22,27,0,31,2022,3,5,3,11,5,2,11.5,7.6,2.6,0.32,Dropout
1,1,1,Nursing,1,3,1,0,34,2021,5,8,7,11.70571429,8,7,11.70571429,10.8,1.4,1.74,Enrolled
1,1,21,Animation and Multimedia Design,1,1,1,0,20,2022,5,12,12,13.25,11,11,14.33333333,8.9,1.4,3.51,Graduate
1,1,2,Nursing,12,23,28,0,28,2022,3,7,1,10.75,7,1,10,13.9,-0.3,0.79,Dropout
1,0,1,Management (evening attendance),14,22,27,0,31,2019,5,6,6,12,7,7,13.42857143,9.4,-0.8,-3.12,Enrolled
1,1,1,Journalism and Communication,1,13,28,0,18,2021,5,6,6,12.66666667,6,4,12.25,7.6,2.6,0.32,Enrolled
4,0,20,Social Service (evening attendance),12,22,27,0,31,2018,3,6,5,11.4,6,3,11,9.4,-0.8,-3.12,Dropout
1,1,21,Journalism and Communication,1,13,14,0,19,2022,5,6,6,13,6,5,12.4,12.4,0.5,1.79,Graduate
1,1,5,Social Service,1,22,14,0,19,2022,5,6,6,14,6,6,12.28571429,16.2,0.3,-0.92,Graduate
2,1,8,Social Service,12,22,27,0,31,2018,5,6,0,0,5,0,0,9.4,-0.8,-3.12,Enrolled
1,1,19,Veterinary Nursing,3,1,14,0,34,2021,3,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,20,Oral Hygiene,1,22,27,0,18,2022,5,7,7,15.28571429,8,8,16.075,12.4,0.5,1.79,Graduate
1,1,1,Tourism,1,22,27,0,18,2021,5,6,6,13.16666667,6,6,12.66666667,11.1,0.6,2.02,Graduate
1,1,4,Management,1,3,14,1,19,2020,5,5,5,13.6,5,5,12.83333333,16.2,0.3,-0.92,Graduate
1,1,1,Journalism and Communication,1,3,5,1,22,2021,3,4,0,0,4,0,0,7.6,2.6,0.32,Dropout
2,1,7,Advertising and Marketing Management,1,19,24,1,32,2019,5,10,10,11.4,9,4,11.5,7.6,2.6,0.32,Graduate
1,1,4,Management,1,22,3,1,61,2019,3,5,0,0,5,0,0,15.5,2.8,-4.06,Dropout
1,0,4,Management (evening attendance),1,22,27,1,30,2021,5,5,5,11,5,5,11.6,7.6,2.6,0.32,Graduate
2,0,4,Management (evening attendance),1,22,27,1,45,2020,5,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,7,Agronomy,14,1,14,1,20,2021,3,6,6,13.57142857,6,6,12.66666667,12.4,0.5,1.79,Graduate
1,1,1,Nursing,1,13,1,0,19,2021,3,7,0,0,8,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,Informatics Engineering,1,3,1,1,26,2021,3,10,4,11.25,11,4,12,7.6,2.6,0.32,Dropout
1,1,15,Advertising and Marketing Management,1,1,1,1,19,2022,5,5,3,13.33333333,5,1,11,7.6,2.6,0.32,Dropout
1,1,21,Journalism and Communication,1,13,27,1,19,2020,5,6,6,12,6,6,11.66666667,16.2,0.3,-0.92,Graduate
1,1,1,Journalism and Communication,1,23,1,1,19,2022,3,6,6,12.5,6,5,13,12.4,0.5,1.79,Graduate
1,1,1,Management,1,1,14,1,19,2018,3,5,5,13.2,5,5,12.66666667,16.2,0.3,-0.92,Graduate
1,1,3,Advertising and Marketing Management,1,11,9,1,19,2021,3,5,0,0,4,0,0,7.6,2.6,0.32,Dropout
1,1,1,Advertising and Marketing Management,1,19,24,1,28,2019,5,5,3,11.66666667,5,2,11.5,7.6,2.6,0.32,Dropout
1,1,1,Management,1,22,27,1,24,2021,3,15,15,13.46666667,14,14,13.64285714,9.4,-0.8,-3.12,Graduate
1,1,16,Equiniculture,1,3,1,1,18,2022,5,5,3,13.66666667,5,5,13.2,7.6,2.6,0.32,Graduate
1,1,3,Informatics Engineering,1,23,28,1,18,2021,3,5,2,11.66666667,5,2,12.5,7.6,2.6,0.32,Enrolled
1,1,5,Journalism and Communication,1,1,3,1,18,2021,3,6,6,11.66666667,6,5,10.2,12.4,0.5,1.79,Graduate
1,1,17,Agronomy,14,4,1,1,21,2018,5,6,5,13.4,6,5,12.4,8.9,1.4,3.51,Graduate
2,0,7,Management (evening attendance),1,13,27,1,28,2021,3,5,0,0,5,0,0,12.4,0.5,1.79,Dropout
1,1,20,Agronomy,9,22,14,1,58,2020,5,6,0,0,6,0,0,13.9,-0.3,0.79,Dropout
2,0,8,Management (evening attendance),1,19,24,1,49,2018,3,5,0,0,5,0,0,7.6,2.6,0.32,Dropout
1,1,1,Informatics Engineering,1,1,28,1,24,2018,3,5,3,10.66666667,5,2,10.5,15.5,2.8,-4.06,Enrolled
1,1,1,Advertising and Marketing Management,1,19,24,1,25,2021,5,5,4,13.75,5,4,14.75,7.6,2.6,0.32,Graduate
4,1,5,Management,1,22,28,1,33,2019,5,5,1,10,5,0,0,7.6,2.6,0.32,Dropout
2,1,8,Informatics Engineering,12,22,27,1,33,2019,3,5,0,0,5,0,0,9.4,-0.8,-3.12,Dropout
2,1,7,Basic Education,1,22,27,1,40,2021,3,2,1,16,4,4,15.5,13.9,-0.3,0.79,Graduate
2,0,2,Management (evening attendance),1,22,14,1,48,2019,3,5,5,12.28571429,5,5,11.125,16.2,0.3,-0.92,Graduate
1,1,1,Informatics Engineering,1,1,14,1,18,2021,3,5,3,12,5,3,10.33333333,8.9,1.4,3.51,Enrolled
1,1,1,Nursing,12,23,28,1,24,2022,5,7,6,12.66666667,7,6,12.66666667,7.6,2.6,0.32,Graduate
2,1,1,Veterinary Nursing,1,13,14,1,23,2022,5,5,5,11.8,5,4,13.25,10.8,1.4,1.74,Graduate
1,0,1,Management (evening attendance),12,13,27,1,39,2021,5,5,5,10.6,5,5,14.66666667,10.8,1.4,1.74,Dropout
1,1,18,Agronomy,1,1,28,1,21,2018,5,11,9,11.9,9,8,12.25,15.5,2.8,-4.06,Graduate
1,1,17,Informatics Engineering,6,20,25,1,34,2022,3,6,4,11.25,5,2,10.5,7.6,2.6,0.32,Dropout
2,0,21,Management (evening attendance),1,13,14,1,41,2019,5,5,4,11,5,5,11.4,8.9,1.4,3.51,Enrolled
1,1,1,Journalism and Communication,1,1,28,1,18,2021,5,6,6,12,6,6,12.5,12.7,3.7,-1.7,Graduate
2,0,1,Management (evening attendance),1,23,28,1,34,2022,3,5,4,11.75,5,4,10.83333333,13.9,-0.3,0.79,Enrolled
1,1,1,Management,1,1,1,1,19,2022,3,5,2,10,5,1,16,7.6,2.6,0.32,Dropout
1,1,10,Nursing,1,13,14,1,19,2019,3,8,7,13.71428571,8,7,13.71428571,12.7,3.7,-1.7,Graduate
1,1,6,Agronomy,4,1,1,1,28,2021,5,6,6,14.875,6,6,15.8,16.2,0.3,-0.92,Graduate
1,1,15,Communication Design,1,1,1,1,18,2022,5,6,5,10.8,6,0,0,7.6,2.6,0.32,Dropout
1,1,1,Social Service,1,2,2,1,19,2021,5,6,3,12,6,2,10,11.1,0.6,2.02,Dropout
1,1,10,Veterinary Nursing,1,13,28,1,19,2020,5,6,5,12.5,6,2,13.5,12.4,0.5,1.79,Dropout
1,1,1,Nursing,1,1,3,0,18,2019,3,7,7,14.72857143,8,8,16.32727273,16.2,0.3,-0.92,Graduate
1,1,1,Equiniculture,1,3,3,0,18,2020,3,6,6,12,6,5,14.8,12.4,0.5,1.79,Graduate
1,1,19,Journalism and Communication,1,1,3,0,18,2022,5,6,6,11.42857143,6,6,11,11.1,0.6,2.02,Dropout
1,1,19,Social Service,14,3,14,0,19,2018,3,6,6,14.16666667,6,6,13.5,12.4,0.5,1.79,Graduate
2,1,2,Social Service,3,22,27,0,31,2022,5,6,5,12.5,6,5,14.6,12.7,3.7,-1.7,Graduate
1,0,1,Social Service (evening attendance),1,22,27,0,33,2021,5,6,6,14.16666667,6,6,14.33333333,12.7,3.7,-1.7,Graduate
1,1,1,Nursing,1,3,1,0,20,2019,5,7,5,14.46,7,6,13.55,12.4,0.5,1.79,Enrolled
1,1,9,Veterinary Nursing,14,13,1,0,22,2019,3,6,5,12.8,6,2,11.5,12.4,0.5,1.79,Enrolled
1,1,1,Tourism,1,1,14,0,19,2018,5,6,6,12.66666667,6,5,13.4,11.1,0.6,2.02,Graduate
1,1,1,Communication Design,1,19,24,0,18,2021,3,6,6,12.5,6,6,13,7.6,2.6,0.32,Dropout
1,1,9,Communication Design,1,23,1,0,18,2018,5,6,0,0,6,0,0,15.5,2.8,-4.06,Dropout
1,1,6,Advertising and Marketing Management,1,13,28,0,18,2019,5,6,0,0,6,0,0,8.9,1.4,3.51,Dropout
1,1,20,Animation and Multimedia Design,1,3,4,0,18,2021,3,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
1,1,1,Management,1,13,14,0,19,2021,3,5,5,11.2,5,3,11,12.4,0.5,1.79,Graduate
1,1,16,Social Service,1,1,3,0,18,2019,5,6,6,16.5,6,6,17.42857143,11.1,0.6,2.02,Dropout
1,1,1,Veterinary Nursing,1,3,14,0,18,2018,3,5,3,13.66666667,5,5,12,12.7,3.7,-1.7,Graduate
1,1,13,Nursing,1,22,27,0,18,2020,3,8,7,15.22857143,8,7,15.22857143,12.7,3.7,-1.7,Graduate
1,1,6,Social Service,16,22,27,0,21,2018,5,9,9,12.77777778,9,9,13.22222222,8.9,1.4,3.51,Graduate
1,1,1,Nursing,1,13,27,0,18,2019,3,8,7,14.42857143,8,7,14.42857143,12.7,3.7,-1.7,Graduate
1,1,1,Advertising and Marketing Management,1,1,28,0,18,2020,5,6,6,13.875,6,6,13.71428571,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,13,14,0,18,2018,5,7,7,13.128,8,6,13.19333333,15.5,2.8,-4.06,Graduate
1,1,1,Nursing,1,13,1,0,20,2020,3,7,6,11.605,8,7,12.4125,16.2,0.3,-0.92,Graduate
1,1,18,Management,1,1,28,0,18,2018,3,5,5,14.6,5,5,12,12.7,3.7,-1.7,Graduate
1,1,3,Journalism and Communication,1,13,1,0,18,2018,3,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,6,Management,1,22,28,0,20,2022,3,5,5,11.8,5,5,11.6,8.9,1.4,3.51,Graduate
1,1,1,Tourism,1,13,14,0,20,2020,5,6,6,12.33333333,6,6,12.33333333,12.4,0.5,1.79,Graduate
1,1,9,Management,1,22,1,0,19,2019,5,5,4,11,5,0,0,11.1,0.6,2.02,Dropout
1,1,1,Communication Design,1,3,1,0,19,2021,5,11,11,13.18181818,11,11,12.90909091,11.1,0.6,2.02,Graduate
1,1,1,Advertising and Marketing Management,1,13,27,0,18,2022,3,6,1,11,6,0,0,12.7,3.7,-1.7,Dropout
1,1,1,Journalism and Communication,1,1,1,0,19,2019,5,6,6,11.83333333,6,6,12.28571429,15.5,2.8,-4.06,Graduate
1,1,1,Nursing,1,1,28,0,20,2020,3,8,8,12.98125,8,8,12.98125,9.4,-0.8,-3.12,Graduate
1,1,1,Management,14,13,1,0,21,2021,3,7,6,11.33333333,5,5,11.2,11.1,0.6,2.02,Graduate
1,1,1,Nursing,1,26,3,0,21,2018,5,8,6,11.68,8,6,11.68,10.8,1.4,1.74,Graduate
1,1,1,Communication Design,1,23,28,0,20,2021,5,6,6,14.5,6,6,13.5,11.1,0.6,2.02,Graduate
1,1,1,Basic Education,1,23,28,0,19,2022,5,7,7,13.14285714,7,7,12.85714286,8.9,1.4,3.51,Graduate
1,1,14,Veterinary Nursing,1,1,14,0,21,2018,3,5,2,11.5,5,2,10.5,7.6,2.6,0.32,Dropout
1,1,7,Veterinary Nursing,1,18,14,0,18,2020,3,5,5,14.2,5,5,11.8,7.6,2.6,0.32,Graduate
1,1,1,Tourism,1,13,27,0,19,2020,5,6,5,11.66666667,6,5,12.2,8.9,1.4,3.51,Graduate
1,1,1,Nursing,1,13,14,0,18,2020,3,7,7,13.175,8,8,14.875,13.9,-0.3,0.79,Graduate
1,1,15,Nursing,1,1,1,0,19,2021,3,8,7,13.31428571,8,7,13.31428571,12.7,3.7,-1.7,Graduate
1,1,1,Management,1,1,14,0,18,2022,3,5,3,10.6,5,3,10.5,13.9,-0.3,0.79,Graduate
1,1,1,Basic Education,1,13,27,0,18,2021,5,6,4,12,6,4,10.75,15.5,2.8,-4.06,Enrolled
1,1,1,Journalism and Communication,1,22,27,0,18,2018,3,6,6,13.42857143,6,6,14.14285714,13.9,-0.3,0.79,Graduate
1,1,6,Veterinary Nursing,1,1,27,0,18,2021,5,5,4,13.25,5,5,15.57142857,10.8,1.4,1.74,Graduate
1,1,1,Communication Design,1,23,14,0,18,2021,3,6,2,13,6,0,0,12.4,0.5,1.79,Dropout
1,1,11,Communication Design,1,1,28,0,18,2019,3,6,6,14.33333333,6,6,14,11.1,0.6,2.02,Enrolled
1,1,1,Social Service,1,1,28,0,18,2019,5,6,0,0,6,0,0,11.1,0.6,2.02,Dropout
1,1,1,Social Service,1,1,3,0,18,2020,3,6,6,14,6,6,13.16666667,10.8,1.4,1.74,Graduate
1,1,14,Veterinary Nursing,1,1,28,0,20,2020,3,2,2,12,6,6,12.83333333,13.9,-0.3,0.79,Graduate
1,1,1,Basic Education,1,3,1,0,18,2022,3,6,5,12.33333333,6,5,10.6,15.5,2.8,-4.06,Enrolled
1,1,1,Communication Design,1,1,14,0,18,2018,3,6,5,11.8,6,5,10.4,16.2,0.3,-0.92,Graduate
1,1,1,Nursing,1,22,27,0,20,2019,5,8,7,12.79142857,8,7,12.79142857,10.8,1.4,1.74,Graduate
4,1,21,Advertising and Marketing Management,1,22,27,0,40,2021,3,8,8,11.625,7,5,11.2,9.4,-0.8,-3.12,Graduate
